crisis_nm,date_month,date_year,glide,url
Indonesia: Flash Floods ,Sep,2009,FF-2009-000196-IDN,https://api.reliefweb.int/v1/disasters/4791
West Africa: Floods ,Jul,2009,FL-2009-000198-BEN,https://api.reliefweb.int/v1/disasters/4761
Typhoon Koppu ,Sep,2009,TC-2009-000195-PHL,https://api.reliefweb.int/v1/disasters/6188
Tropical Storm Mujigae ,Sep,2009,TC-2009-000193 -PHL,https://api.reliefweb.int/v1/disasters/6183
Mexico: Floods ,Sep,2009,FL-2009-000192-MEX,https://api.reliefweb.int/v1/disasters/5464
Georgia: Earthquake ,Sep,2009,EQ-2009-000191-GEO,https://api.reliefweb.int/v1/disasters/5448
Turkey: Floods ,Sep,2009,FL-2009-000190-TUR,https://api.reliefweb.int/v1/disasters/4915
Albania: Earthquake ,Sep,2009,EQ-2009-000188-ALB,https://api.reliefweb.int/v1/disasters/6627
Argentina: Severe Local Storm ,Sep,2009,ST-2009-000189-ARG,https://api.reliefweb.int/v1/disasters/6434
Chad: Floods ,Sep,2009,FL-2009-000186-TCD,https://api.reliefweb.int/v1/disasters/6541
Papua New Guinea: Cholera/Dysentery/Influenza Outbreaks ,Sep,2009,EP-2009-000185-PNG,https://api.reliefweb.int/v1/disasters/5413
Guinea: Floods ,Sep,2009,FL-2009-000178-GIN,https://api.reliefweb.int/v1/disasters/6177
Liberia: Floods ,Sep,2009,FL-2009-000179-LBR,https://api.reliefweb.int/v1/disasters/4780
Gambia: Floods ,Sep,2009,FL-2009-000177-GMB,https://api.reliefweb.int/v1/disasters/5854
Mali: Floods ,Sep,2009,FL-2009-000176-MLI,https://api.reliefweb.int/v1/disasters/4950
Sri Lanka: Dengue Outbreak ,Sep,2009,EP-2009-000163-LKA,https://api.reliefweb.int/v1/disasters/5343
Niger: Floods ,Sep,2009,FL-2009-000174-NER,https://api.reliefweb.int/v1/disasters/5595
Indonesia: Earthquake ,Sep,2009,TS-2009-000173-IDN,https://api.reliefweb.int/v1/disasters/5106
Hurricane Jimena ,Sep,2009,TC-2009-000167-MEX,https://api.reliefweb.int/v1/disasters/5700
Burkina Faso: Floods ,Sep,2009,FL-2009-000172-BFA,https://api.reliefweb.int/v1/disasters/5614
Guatemala: Food Insecurity ,Sep,2009,OT-2009-000169-GTM,https://api.reliefweb.int/v1/disasters/5360
Afghanistan: Flash Floods ,Aug,2009,FL-2009-000171-AFG,https://api.reliefweb.int/v1/disasters/4832
Sudan: Floods ,Aug,2009,FL-2009-000166-SDN,https://api.reliefweb.int/v1/disasters/4801
Mauritania: Floods ,Aug,2009,FL-2009-000170-MRT,https://api.reliefweb.int/v1/disasters/6070
Senegal: Floods ,Aug,2009,FL-2009-000164-SEN,https://api.reliefweb.int/v1/disasters/6180
Chile: Floods ,Aug,2009,FL-2009-000165-CHL,https://api.reliefweb.int/v1/disasters/6169
Côte d'Ivoire : Floods ,Aug,2009,FL-2009-000187-CIV,https://api.reliefweb.int/v1/disasters/5219
Nigeria: Floods ,Aug,2009,FL-2009-000183-NGA,https://api.reliefweb.int/v1/disasters/6389
Greece: Forest Fire ,Aug,2009,WF-2009-000162-GRC,https://api.reliefweb.int/v1/disasters/5401
Sri Lanka: Flash Floods ,Aug,2009,FF-2009-000160-LKA,https://api.reliefweb.int/v1/disasters/5791
Pakistan: Flash Floods ,Aug,2009,FF-2009-000159-PAK,https://api.reliefweb.int/v1/disasters/6415
Sierra Leone: Floods and Landslides ,Aug,2009,LS-2009-000158-SLE,https://api.reliefweb.int/v1/disasters/5029
Typhoon Morakot ,Aug,2009,TC-2009-000150-TWN,https://api.reliefweb.int/v1/disasters/5819
Nicaragua: Floods ,Jul,2009,FL-2009-000147-NIC,https://api.reliefweb.int/v1/disasters/6060
Niger: Floods ,Jul,2009,FL-2009-000144-NER,https://api.reliefweb.int/v1/disasters/6584
Nepal: Floods and Landslides ,Jul,2009,FL-2009-000145-NPL,https://api.reliefweb.int/v1/disasters/5538
India/Bangladesh: Drought ,Jul,2009,DR-2009-000153-IND,https://api.reliefweb.int/v1/disasters/4793
Nicaragua: Tornado ,Jul,2009,TO-2009-000141-NIC,https://api.reliefweb.int/v1/disasters/6009
Pakistan: Floods ,Jul,2009,FL-2009-000139-PAK,https://api.reliefweb.int/v1/disasters/5015
Bosnia and Herzegovina: Floods ,Jul,2009,FL-2009-000136-BIH,https://api.reliefweb.int/v1/disasters/5890
Mongolia: Floods ,Jul,2009,FL-2009-000140-MNG,https://api.reliefweb.int/v1/disasters/5691
Philippines: Tropical Cyclone Molave ,Jul,2009,TC-2009-000137-PHL,https://api.reliefweb.int/v1/disasters/4812
South Africa: Floods ,Jul,2009,FL-2009-000133-ZAF,https://api.reliefweb.int/v1/disasters/6173
Mexico: Floods ,Jul,2009,FL-2009-000135-MEX,https://api.reliefweb.int/v1/disasters/5751
Ghana: Floods ,Jul,2009,FL-2009-000132-GHA,https://api.reliefweb.int/v1/disasters/6006
Philippines: Tropical Storm Soudelor ,Jul,2009,TC-2009-000138-PHL,https://api.reliefweb.int/v1/disasters/5460
Gambia: Local Storm ,Jul,2009,ST-2009-000128-GMB,https://api.reliefweb.int/v1/disasters/5550
China: Earthquake in Yunnan Province ,Jul,2009,EQ-2009-000130-CHN,https://api.reliefweb.int/v1/disasters/5161
Benin: Floods ,Jul,2009,FL-2009-000127-BEN,https://api.reliefweb.int/v1/disasters/5289
Panama: Earthquake ,Jul,2009,EQ-2009-000125-PAN,https://api.reliefweb.int/v1/disasters/5949
Viet Nam: Floods and Landslides ,Jul,2009,FL-2009-000124-VNM,https://api.reliefweb.int/v1/disasters/5784
Bangladesh: Floods and Landslides ,Jul,2009,FL-2009-000123-BGD,https://api.reliefweb.int/v1/disasters/6094
Myanmar: Floods and Landslides ,Jul,2009,LS-2009-000131-MMR,https://api.reliefweb.int/v1/disasters/5845
India: Floods ,Jul,2009,FL-2009-000122-IND,https://api.reliefweb.int/v1/disasters/6410
Botswana: Floods ,Jun,2009,FL-2009-000120-BWA,https://api.reliefweb.int/v1/disasters/6476
Czech Republic: Floods ,Jun,2009,FL-2009-000121-CZE,https://api.reliefweb.int/v1/disasters/4622
Philippines: Tropical Storm Feria ,Jun,2009,TC-2009-000119-PHL,https://api.reliefweb.int/v1/disasters/5579
Mexico: Tropical Storm Andres ,Jun,2009,TC-2009-000118-MEX,https://api.reliefweb.int/v1/disasters/6229
Guatemala: Floods ,Jun,2009,FL-2009-000117-GTM,https://api.reliefweb.int/v1/disasters/5776
Nicaragua: Landslides ,Jun,2009,LS-2009-000116-NIC,https://api.reliefweb.int/v1/disasters/5085
Central African Republic: Floods ,Jun,2009,FL-2009-000129-CAF,https://api.reliefweb.int/v1/disasters/5716
Côte d'Ivoire: Mudslides ,Jun,2009,MS-2009-000115-CIV,https://api.reliefweb.int/v1/disasters/6484
Colombia: Galeras Volcano ,Jun,2009,VO-2009-000112-COL,https://api.reliefweb.int/v1/disasters/5726
China: Floods ,Jun,2009,FL-2009-000113-CHN,https://api.reliefweb.int/v1/disasters/4916
China: Severe Local Storm ,Jun,2009,ST-2009-000109-CHN,https://api.reliefweb.int/v1/disasters/6660
Peru: Cold Wave ,Jun,2009,CW-2009-000111-PER,https://api.reliefweb.int/v1/disasters/5238
Vanuatu: Earthquake ,May,2009,EQ-2009-000114-VUT,https://api.reliefweb.int/v1/disasters/5194
Honduras: Earthquake ,May,2009,EQ-2009-000108-HND,https://api.reliefweb.int/v1/disasters/6160
Thailand: Floods and Flash Floods ,May,2009,FF-2009-000107-THA,https://api.reliefweb.int/v1/disasters/6105
Argentina/Paraguay: Drought ,May,2009,DR-2009-000104-PRY,https://api.reliefweb.int/v1/disasters/6293
Papua New Guinea: Floods and Landslides ,May,2009,LS-2009-000106-PNG,https://api.reliefweb.int/v1/disasters/5696
Tropical Cyclone Aila ,May,2009,TC-2009-000105-BGD,https://api.reliefweb.int/v1/disasters/4708
Cook Islands: Dengue Outbreak ,May,2009,EP-2009-000103-COK,https://api.reliefweb.int/v1/disasters/5916
Tanzania: Explosion ,May,2009,OT-2009-000098-TZA,https://api.reliefweb.int/v1/disasters/5207
Haiti: Floods ,May,2009,FL-2009-000102-HTI,https://api.reliefweb.int/v1/disasters/6666
Panama: Floods ,May,2009,FL-2009-000101-PAN,https://api.reliefweb.int/v1/disasters/5530
Dominican Republic: Floods ,May,2009,FL-2009-000100-DOM,https://api.reliefweb.int/v1/disasters/4911
Philippines: Floods and Landslides ,May,2009,LS-2009-000097-PHL,https://api.reliefweb.int/v1/disasters/5471
India: Heat Wave ,May,2009,HT-2009-000096-IND,https://api.reliefweb.int/v1/disasters/5051
Philippines: Typhoon Chan,May,2009,TC-2009-000093-PHL,https://api.reliefweb.int/v1/disasters/5578
El Salvador: Earthquake ,May,2009,EQ-2009-000094-SLV,https://api.reliefweb.int/v1/disasters/5371
Tajikistan: Floods ,May,2009,FL-2009-000095-TJK,https://api.reliefweb.int/v1/disasters/5210
Benin: Severe Local Storm ,May,2009,ST-2009-000090-BEN,https://api.reliefweb.int/v1/disasters/4788
Pakistan: Avalanche ,May,2009,AV-2009-000091-PAK,https://api.reliefweb.int/v1/disasters/6174
India: Severe Local Storm ,May,2009,ST-2009-000092-IND,https://api.reliefweb.int/v1/disasters/5871
Philippines: Typhoon Dante (Kujira) ,May,2009,TC-2009-000088-PHL,https://api.reliefweb.int/v1/disasters/5068
Brazil: Floods ,Apr,2009,FL-2009-000089-BRA,https://api.reliefweb.int/v1/disasters/6010
Influenza A (H1N1) Pandemic ,Apr,2009,EP-2009-000084-MEX,https://api.reliefweb.int/v1/disasters/5440
Tajikistan: Mudslide ,Apr,2009,MS-2009-000083-TJK,https://api.reliefweb.int/v1/disasters/5789
Afghanistan: Floods ,Apr,2009,FL-2009-000080-AFG,https://api.reliefweb.int/v1/disasters/6116
Philippines: Flash Floods ,Apr,2009,FF-2009-000081-PHL,https://api.reliefweb.int/v1/disasters/5857
Gabon: Violent Winds ,Apr,2009,VW-2009-000079-GAB,https://api.reliefweb.int/v1/disasters/5546
Bangladesh: Tropical Cyclone Bijli ,Apr,2009,TC-2009-000078-BGD,https://api.reliefweb.int/v1/disasters/6568
Afghanistan: Earthquake ,Apr,2009,EQ-2009-000077-AFG,https://api.reliefweb.int/v1/disasters/6397
Vanuatu: Floods ,Apr,2009,FL-2009-000087-VUT,https://api.reliefweb.int/v1/disasters/6683
Burundi: Floods ,Apr,2009,FL-2009-000075-BDI,https://api.reliefweb.int/v1/disasters/5477
Vanuatu: Ambrym Volcano ,Apr,2009,VO-2009-000086-VUT,https://api.reliefweb.int/v1/disasters/6599
Madagascar: Tropical Cyclone Jade ,Apr,2009,TC-2009-000073-MDG,https://api.reliefweb.int/v1/disasters/6236
Italy: Earthquake ,Apr,2009,EQ-2009-000072-ITA,https://api.reliefweb.int/v1/disasters/5096
India: Tornado ,Mar,2009,TO-2009-000071-IND,https://api.reliefweb.int/v1/disasters/5056
Indonesia: Flash Floods ,Mar,2009,FF-2009-000069-IDN,https://api.reliefweb.int/v1/disasters/5352
Colombia: Floods and Landslides ,Mar,2009,LS-2009-000061-COL,https://api.reliefweb.int/v1/disasters/6234
Australia: Tropical Cyclone Hamish ,Mar,2009,TC-2009-000060-AUS,https://api.reliefweb.int/v1/disasters/5625
Papua New Guinea: Landslides ,Mar,2009,LS-2009-000058-PNG,https://api.reliefweb.int/v1/disasters/4781
Peru: Floods and Landslides ,Mar,2009,LS-2009-000054-PER,https://api.reliefweb.int/v1/disasters/5003
Pakistan: Earthquake ,Feb,2009,EQ-2009-000051-PAK,https://api.reliefweb.int/v1/disasters/5651
Colombia: Galeras Volcano ,Feb,2009,VO-2009-000046-COL,https://api.reliefweb.int/v1/disasters/5787
Bolivia: Floods and Landslides ,Feb,2009,FL-2009-000045-BOL,https://api.reliefweb.int/v1/disasters/5100
Bosnia and Herzegovina: Floods ,Feb,2009,FL-2009-000044-BIH,https://api.reliefweb.int/v1/disasters/4802
Indonesia: Earthquake in North Sulawesi ,Feb,2009,EQ-2009-000043-IDN,https://api.reliefweb.int/v1/disasters/6047
Costa Rica: Floods ,Feb,2009,FL-2009-000039-CRI,https://api.reliefweb.int/v1/disasters/5181
Argentina: Floods and Mudslides ,Feb,2009,MS-2009-000041-ARG,https://api.reliefweb.int/v1/disasters/4834
Australia: Wild Fire ,Feb,2009,WF-2009-000035-AUS,https://api.reliefweb.int/v1/disasters/5441
Morocco: Floods ,Feb,2009,FL-2009-000034-MAR,https://api.reliefweb.int/v1/disasters/6267
China: Drought ,Feb,2009,DR-2009-000033-CHN,https://api.reliefweb.int/v1/disasters/4971
Central African Republic: Severe Local Storm ,Jan,2009,ST-2009-000029-CAF,https://api.reliefweb.int/v1/disasters/6027
Solomon Islands: Floods ,Feb,2009,FL-2009-000032-SLB,https://api.reliefweb.int/v1/disasters/6181
Mexico: Cold Wave ,Feb,2009,CW-2009-000047-MEX,https://api.reliefweb.int/v1/disasters/6139
Dominican Republic: Floods ,Jan,2009,FL-2009-000031-DOM,https://api.reliefweb.int/v1/disasters/6103
Peru: Landslides ,Jan,2009,LS-2009-000030-PER,https://api.reliefweb.int/v1/disasters/4921
Thailand: Drought ,Jan,2009,DR-2009-000040-THA,https://api.reliefweb.int/v1/disasters/5542
China: Earthquake in Xinjiang Region ,Jan,2009,EQ-2009-000027-CHN,https://api.reliefweb.int/v1/disasters/4849
Bosnia and Herzegovina: Cold Wave ,Jan,2009,CW-2009-000024-BIH,https://api.reliefweb.int/v1/disasters/6621
Cameroon: Measles Outbreak ,Jan,2009,EP-2009-000021-CMR,https://api.reliefweb.int/v1/disasters/5515
Madagascar: Tropical Storm Eric ,Jan,2009,TC-2009-000026-MDG,https://api.reliefweb.int/v1/disasters/5154
Ecuador: Floods ,Jan,2009,FL-2009-000023-ECU,https://api.reliefweb.int/v1/disasters/5677
Liberia: Insect Infestation ,Jan,2009,IN-2009-000018-LBR,https://api.reliefweb.int/v1/disasters/6648
Madagascar: Tropical Cyclone Fanele ,Jan,2009,TC-2009-000019-MDG,https://api.reliefweb.int/v1/disasters/6462
Afghanistan: Avalanche ,Jan,2009,AV-2009-000017-AFG,https://api.reliefweb.int/v1/disasters/5986
Uruguay: Drought ,Jan,2009,DR-2009-000016-URY,https://api.reliefweb.int/v1/disasters/6268
South America: Dengue Outbreak ,Jan,2009,EP-2009-000013-BOL,https://api.reliefweb.int/v1/disasters/4785
Fiji: Floods ,Jan,2009,FL-2009-000010-FJI,https://api.reliefweb.int/v1/disasters/4636
Philippines: Floods and Landslides ,Jan,2009,FL-2009-000011-PHL,https://api.reliefweb.int/v1/disasters/5320
DR Congo: Ebola Outbreak ,Dec,2008,EP-2009-000008-COD,https://api.reliefweb.int/v1/disasters/6253
Costa Rica: Earthquake ,Jan,2009,EQ-2009-000009-CRI,https://api.reliefweb.int/v1/disasters/5050
Southern Africa: Floods ,Dec,2008,FL-2009-000007-ZWE,https://api.reliefweb.int/v1/disasters/4661
South Africa: Severe Local Storm ,Jan,2009,ST-2009-000006-ZAF,https://api.reliefweb.int/v1/disasters/6014
Guatemala: Landslide ,Jan,2009,LS-2009-000004-GTM,https://api.reliefweb.int/v1/disasters/6395
Indonesia: Earthquake ,Jan,2009,EQ-2009-000001-IDN,https://api.reliefweb.int/v1/disasters/5985
India: Cold Wave ,Jan,2009,CW-2009-000003-IND,https://api.reliefweb.int/v1/disasters/5943
Philippines: Tropical Depression Auring ,Jan,2009,TC-2009-000005-PHL,https://api.reliefweb.int/v1/disasters/5564
Philippines: Landslides ,Dec,2008,LS-2008-000248-PHL,https://api.reliefweb.int/v1/disasters/5322
China: Earthquake ,Dec,2008,EQ-2008-000247-CHN,https://api.reliefweb.int/v1/disasters/5209
Thailand: Floods ,Dec,2008,FL-2008-000250-THA,https://api.reliefweb.int/v1/disasters/5733
Guyana: Floods ,Dec,2008,FL-2008-000246-GUY,https://api.reliefweb.int/v1/disasters/6137
Thailand: Cold Wave ,Dec,2008,CW-2008-000244-THA,https://api.reliefweb.int/v1/disasters/4726
Pacific Islands: Severe Sea Swell Floods ,Dec,2008,FL-2008-000243-PNG,https://api.reliefweb.int/v1/disasters/5783
Malaysia: Floods and Landslides ,Dec,2008,LS-2008-000242-MYS,https://api.reliefweb.int/v1/disasters/5575
Papua New Guinea: Floods and Landslides ,Dec,2008,LS-2008-000241-PNG,https://api.reliefweb.int/v1/disasters/5796
Nicaragua: Floods ,Nov,2008,FL-2008-000239-NIC,https://api.reliefweb.int/v1/disasters/5607
Kyrgyzstan: Energy/Water/Food Insecurity ,Nov,2008,OT-2008-000238-KGZ,https://api.reliefweb.int/v1/disasters/5043
Tropical Cyclone Nisha ,Nov,2008,TC-2008-000237-LKA,https://api.reliefweb.int/v1/disasters/5714
Colombia: Cold Wave ,Nov,2008,CW-2008-000236-COL,https://api.reliefweb.int/v1/disasters/5349
Brazil: Floods and Landslides ,Nov,2008,FL-2008-000234-BRA,https://api.reliefweb.int/v1/disasters/6245
Costa Rica: Floods ,Nov,2008,FL-2008-000232-CRI,https://api.reliefweb.int/v1/disasters/6407
Philippines: Flash Floods ,Nov,2008,FF-2008-000233-PHL,https://api.reliefweb.int/v1/disasters/6069
Panama: Floods ,Nov,2008,FL-2008-000231-PAN,https://api.reliefweb.int/v1/disasters/4861
Cuba: Floods ,Nov,2008,FL-2008-000230-CUB,https://api.reliefweb.int/v1/disasters/5242
Viet Nam: Tropical Storm Noul ,Nov,2008,TC-2008-000229-VNM,https://api.reliefweb.int/v1/disasters/4703
Ethiopia: Flash Floods ,Nov,2008,FF-2008-000227-ETH,https://api.reliefweb.int/v1/disasters/5766
Indonesia: Earthquake ,Nov,2008,EQ-2008-000226-IDN,https://api.reliefweb.int/v1/disasters/4817
USA: Wild Fire ,Nov,2008,WF-2008-000225-USA,https://api.reliefweb.int/v1/disasters/6192
Indonesia: Landslide ,Nov,2008,LS-2008-000223-IDN,https://api.reliefweb.int/v1/disasters/4799
OPT: Flash Floods ,Nov,2008,FF-2008-000216-PSE,https://api.reliefweb.int/v1/disasters/5952
Tropical Storm Maysak ,Nov,2008,TC-2008-000222-PHL,https://api.reliefweb.int/v1/disasters/5222
Bolivia: Severe Local Storm ,Nov,2008,ST-2008-000224-BOL,https://api.reliefweb.int/v1/disasters/5057
Haiti: School Collapse ,Nov,2008,AC-2008-000215-HTI,https://api.reliefweb.int/v1/disasters/4638
Hurricane Paloma ,Nov,2008,TC-2008-000214-CYM,https://api.reliefweb.int/v1/disasters/6535
Colombia: Machín and Nevado del Huila Volcanoes ,Nov,2008,VO-2008-000220-COL,https://api.reliefweb.int/v1/disasters/6455
Peru: Floods ,Oct,2008,FL-2008-000213-PER,https://api.reliefweb.int/v1/disasters/4983
China: Landslides ,Nov,2008,LS-2008-000210-CHN,https://api.reliefweb.int/v1/disasters/5108
Bolivia: Drought ,Oct,2008,DR-2008-000208-BOL,https://api.reliefweb.int/v1/disasters/6016
Pakistan: Earthquake ,Oct,2008,EQ-2008-000206-PAK,https://api.reliefweb.int/v1/disasters/6186
Sudan: Floods ,Oct,2008,FL-2008-000207-SDN,https://api.reliefweb.int/v1/disasters/6165
Indonesia: Floods ,Oct,2008,FL-2008-000205-IDN,https://api.reliefweb.int/v1/disasters/6294
Bangladesh: Tropical Storm Rashmi ,Oct,2008,TC-2008-000204-BGD,https://api.reliefweb.int/v1/disasters/5304
Yemen: Floods ,Oct,2008,FL-2008-000201-YEM,https://api.reliefweb.int/v1/disasters/6649
Morocco: Flash Floods ,Oct,2008,FF-2008-000202-MAR,https://api.reliefweb.int/v1/disasters/6043
India: Floods ,Oct,2008,FL-2008-000203-IND,https://api.reliefweb.int/v1/disasters/5269
Sri Lanka: Floods ,Oct,2008,FF-2008-000199-LKA,https://api.reliefweb.int/v1/disasters/5527
Central America: Floods ,Oct,2008,FL-2008-000198-BLZ,https://api.reliefweb.int/v1/disasters/5124
Honduras: Floods ,Oct,2008,FL-2008-000191-HND,https://api.reliefweb.int/v1/disasters/6480
Viet Nam: Floods ,Oct,2008,FF-2008-000194-VNM,https://api.reliefweb.int/v1/disasters/4625
El Salvador: Floods ,Oct,2008,FL-2008-000191-SLV,https://api.reliefweb.int/v1/disasters/5078
Costa Rica: Floods ,Oct,2008,FL-2008-000191-CRI,https://api.reliefweb.int/v1/disasters/6124
Hurricane Omar ,Oct,2008,TC-2008-000192-PRI,https://api.reliefweb.int/v1/disasters/5351
Russian Federation: Earthquake ,Oct,2008,EQ-2008-000189-RUS,https://api.reliefweb.int/v1/disasters/5810
Mexico: Hurricane Norbert ,Oct,2008,TC-2008-000188-MEX,https://api.reliefweb.int/v1/disasters/4739
Burundi: Floods ,Sep,2008,FL-2008-000187-BDI,https://api.reliefweb.int/v1/disasters/6526
DR Congo: Flash Floods ,Oct,2008,FF-2008-000186-COD,https://api.reliefweb.int/v1/disasters/6001
Rwanda: Floods ,Oct,2008,FL-2008-000182-RWA,https://api.reliefweb.int/v1/disasters/6672
Kyrgyzstan: Earthquake ,Oct,2008,EQ-2008-000181-KGZ,https://api.reliefweb.int/v1/disasters/6057
Tropical Storm Marco ,Oct,2008,TC-2008-000184-MEX,https://api.reliefweb.int/v1/disasters/5676
China: Earthquake ,Oct,2008,EQ-2008-000183-CHN,https://api.reliefweb.int/v1/disasters/5437
Somalia: Floods ,Oct,2008,FL-2008-000185-SOM,https://api.reliefweb.int/v1/disasters/6450
Kenya: Floods ,Oct,2008,FL-2008-000217-KEN,https://api.reliefweb.int/v1/disasters/5864
Nicaragua: Floods ,Oct,2008,FL-2008-000180-NIC,https://api.reliefweb.int/v1/disasters/4965
Algeria: Flash Floods ,Oct,2008,FF-2008-000178-DZA,https://api.reliefweb.int/v1/disasters/5879
Tropical Storm Higos ,Oct,2008,TC-2008-000179-PHL,https://api.reliefweb.int/v1/disasters/5869
Tajikistan: Drought ,Oct,2008,DR-2008-000176-TJK,https://api.reliefweb.int/v1/disasters/5170
Pakistan: Complex Emergency in KP & FATA ,,2017,CE-2008-000276-PAK,https://api.reliefweb.int/v1/disasters/42859
Typhoon Mekkhala ,Sep,2008,TC-2008-000177-THA,https://api.reliefweb.int/v1/disasters/6250
Syria: Drought ,Sep,2008,DR-2008-000174-SYR,https://api.reliefweb.int/v1/disasters/5384
Typhoon Jangmi ,Sep,2008,TC-2008-000172-TWN,https://api.reliefweb.int/v1/disasters/5066
Hurricane Kyle ,Sep,2008,TC-2008-000171-BMU,https://api.reliefweb.int/v1/disasters/5408
Colombia: Floods and landslides ,Sep,2008,FL-2008-000197-COL,https://api.reliefweb.int/v1/disasters/6252
Dominican Republic: Floods ,Sep,2008,FL-2008-000170-DOM,https://api.reliefweb.int/v1/disasters/5576
Colombia: Cold Wave ,Sep,2008,CW-2008-000169-COL,https://api.reliefweb.int/v1/disasters/5110
Typhoon Hagupit ,Sep,2008,TC-2008-000165-TWN,https://api.reliefweb.int/v1/disasters/6338
Guatemala: Floods ,Sep,2008,FL-2008-000166-GTM,https://api.reliefweb.int/v1/disasters/5615
St. Vincent: Floods ,Sep,2008,FL-2008-000167-VCT,https://api.reliefweb.int/v1/disasters/5683
Nepal: Floods and Landslides ,Sep,2008,FL-2008-000168-NPL,https://api.reliefweb.int/v1/disasters/4714
Uganda: Floods ,Sep,2008,FL-2008-000175-UGA,https://api.reliefweb.int/v1/disasters/6413
Mexico: Tropical Cyclone Lowell ,Sep,2008,TC-2008-000163-MEX,https://api.reliefweb.int/v1/disasters/4777
Typhoon Sinlaku ,Sep,2008,TC-2008-000159-TWN,https://api.reliefweb.int/v1/disasters/5664
Iran: Earthquake ,Sep,2008,EQ-2008-000156-IRN,https://api.reliefweb.int/v1/disasters/6460
Paraguay: Drought ,Sep,2008,DR-2008-000157-PRY,https://api.reliefweb.int/v1/disasters/5388
Mexico: Floods ,Aug,2008,FL-2008-000154-MEX,https://api.reliefweb.int/v1/disasters/6565
Philippines: Floods and landslides ,Sep,2008,LS-2008-000152-PHL,https://api.reliefweb.int/v1/disasters/6241
Egypt: Landslide ,Sep,2008,LS-2008-000153-EGY,https://api.reliefweb.int/v1/disasters/6352
Hurricane Ike ,Sep,2008,TC-2008-000151-BHS,https://api.reliefweb.int/v1/disasters/5310
Panama: Floods ,Sep,2008,FL-2008-000158-PAN,https://api.reliefweb.int/v1/disasters/5793
Chile: Floods ,Sep,2008,FL-2008-000155-CHL,https://api.reliefweb.int/v1/disasters/6067
Hurricane Hanna ,Aug,2008,TC-2008-000147-TCA,https://api.reliefweb.int/v1/disasters/5582
China: Earthquake in Sichuan Province ,Aug,2008,EQ-2008-000146-CHN,https://api.reliefweb.int/v1/disasters/5058
China: Earthquake in Tibet ,Aug,2008,EQ-2008-000144-CHN,https://api.reliefweb.int/v1/disasters/5624
Hurricane Gustav ,Aug,2008,TC-2008-000143-DOM,https://api.reliefweb.int/v1/disasters/5431
Tropical Storm Julio ,Aug,2008,TC-2008-000142-MEX,https://api.reliefweb.int/v1/disasters/6254
Ethiopia: Flash Flood ,Aug,2008,FF-2008-000141-ETH,https://api.reliefweb.int/v1/disasters/5942
China: Earthquake in Yunnan Province ,Aug,2008,EQ-2008-000138-CHN,https://api.reliefweb.int/v1/disasters/6089
Typhoon Nuri ,Aug,2008,TC-2008-000134-PHL,https://api.reliefweb.int/v1/disasters/4969
Tropical Storm Fay ,Aug,2008,TC-2008-000132-DOM,https://api.reliefweb.int/v1/disasters/5882
Cameroon/Chad: Floods ,Aug,2008,FL-2008-000126-TCD,https://api.reliefweb.int/v1/disasters/6185
Sudan: Floods ,Aug,2008,FL-2008-000125-SDN,https://api.reliefweb.int/v1/disasters/6478
Paraguay: Severe Local Storm ,Aug,2008,ST-2008-000135-PRY,https://api.reliefweb.int/v1/disasters/6355
Tropical Storm Kammuri ,Aug,2008,TC-2008-000130-CHN,https://api.reliefweb.int/v1/disasters/6345
Philippines: Mindanao Conflict ,,2017,CE-2008-000279-PHL,https://api.reliefweb.int/v1/disasters/43049
Pakistan: Floods ,Aug,2008,FF-2008-000123-PAK,https://api.reliefweb.int/v1/disasters/4690
Ecuador: Volcano Reventador ,Jul,2008,VO-2008-000121-ECU,https://api.reliefweb.int/v1/disasters/6121
Japan: Floods ,Jul,2008,FL-2008-000120-JPN,https://api.reliefweb.int/v1/disasters/6570
Typhoon Fung,Jul,2008,TC-2008-000118-TWN,https://api.reliefweb.int/v1/disasters/6290
Rep. of Korea: Floods ,Jul,2008,FL-2008-000119-KOR,https://api.reliefweb.int/v1/disasters/5404
Central and Eastern Europe: Floods ,Jul,2008,FL-2008-000117-ROM,https://api.reliefweb.int/v1/disasters/6362
Hurricane Dolly ,Jul,2008,TC-2008-000111-MEX,https://api.reliefweb.int/v1/disasters/5886
Guatemala: Landslides ,Jul,2008,LS-2008-000110-GTM,https://api.reliefweb.int/v1/disasters/6414
Typhoon Kalmaegi ,Jul,2008,TC-2008-000109-TWN,https://api.reliefweb.int/v1/disasters/6644
Philippines: Ferry Disaster/Toxic Cargo ,Jul,2008,AC-2008-000108-PHL,https://api.reliefweb.int/v1/disasters/6421
Mexico: Floods ,Jul,2008,FL-2008-000086-MEX,https://api.reliefweb.int/v1/disasters/5859
Madagascar: Rift Valley Fever Outbreak ,Jul,2008,EP-2008-000106-MDG,https://api.reliefweb.int/v1/disasters/6446
Hurricane Bertha ,Jul,2008,TC-2008-000105,https://api.reliefweb.int/v1/disasters/6671
Peru: Cold Wave ,Jul,2008,CW-2008-000124-PER,https://api.reliefweb.int/v1/disasters/4654
Nepal: Floods and Landslides ,Jul,2008,FL-2008-000104-NPL,https://api.reliefweb.int/v1/disasters/6138
El Salvador: Floods ,Jul,2008,FL-2008-000103-SLV,https://api.reliefweb.int/v1/disasters/4865
